Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Categoria_Desempenho,Faixa_Frequencia,Horas_Estudadas_Normalizado
22,76,Médio,Médio,Sim,8,92,Médio,Sim,1,Baixo,Alto,Público,Neutro,4,Não,Ensino Médio,Perto,Feminino,68,Médio,Média,0.3380005269875655
16,81,Médio,Médio,Sim,8,74,Médio,Sim,3,Médio,Médio,Público,Positivo,2,Não,Pós-Graduação,Perto,Feminino,68,Médio,Alta,-0.6636453495797573
31,92,Médio,Médio,Sim,4,76,Médio,Sim,2,Médio,Alto,Público,Positivo,4,Sim,Ensino Médio,Longe,Masculino,72,Médio,Alta,1.8404693418385496
23,75,Baixo,Alto,Não,6,71,Baixo,Sim,0,Médio,Médio,Público,Neutro,2,Não,Faculdade,Perto,Masculino,65,Baixo,Média,0.5049415064154527
13,76,Médio,Alto,Não,5,99,Baixo,Sim,2,Médio,Médio,Privado,Positivo,4,Não,Ensino Médio,Perto,Feminino,66,Médio,Média,-1.1644682878634187
24,64,Médio,Médio,Sim,8,90,Alto,Sim,0,Baixo,Alto,Público,Negativo,3,Não,Ensino Médio,Perto,Masculino,65,Baixo,Média,0.6718824858433398
14,97,Médio,Médio,Sim,6,66,Médio,Sim,2,Médio,Médio,Público,Negativo,3,Sim,Faculdade,Perto,Feminino,67,Médio,Alta,-0.9975273084355315
25,64,Médio,Alto,Não,5,89,Baixo,Sim,2,Médio,Médio,Público,Neutro,4,Não,Faculdade,Longe,Masculino,66,Médio,Média,0.8388234652712269
27,86,Médio,Médio,Não,7,72,Baixo,Sim,1,Médio,Alto,Público,Positivo,4,Não,Ensino Médio,Longe,Masculino,69,Médio,Alta,1.1727054241270012
15,77,Médio,Médio,Sim,8,94,Baixo,Sim,0,Alto,Alto,Público,Positivo,3,Não,Faculdade,Moderado,Masculino,66,Médio,Média,-0.8305863290076444
26,76,Médio,Alto,Sim,6,52,Médio,Sim,4,Alto,Baixo,Público,Neutro,3,Não,Ensino Médio,Perto,Masculino,69,Médio,Média,1.005764444699114
22,87,Alto,Baixo,Sim,7,68,Médio,Não,0,Baixo,Médio,Público,Neutro,2,Não,Ensino Médio,Perto,Masculino,67,Médio,Alta,0.3380005269875655
25,63,Alto,Médio,Sim,6,71,Médio,Sim,1,Médio,Baixo,Privado,Positivo,3,Não,Ensino Médio,Perto,Masculino,66,Médio,Média,0.8388234652712269
31,84,Médio,Médio,Sim,9,87,Médio,Sim,2,Baixo,Médio,Privado,Neutro,3,Não,Faculdade,Longe,Masculino,71,Médio,Alta,1.8404693418385496
19,91,Alto,Baixo,Não,6,59,Médio,Sim,5,Médio,Alto,Público,Neutro,4,Não,Faculdade,Moderado,Masculino,70,Médio,Alta,-0.16282241129609587
15,93,Alto,Médio,Não,6,64,Médio,Sim,2,Médio,Alto,Público,Positivo,4,Não,Pós-Graduação,Perto,Masculino,71,Médio,Alta,-0.8305863290076444
15,67,Médio,Médio,Sim,7,86,Alto,Sim,1,Alto,Médio,Privado,Positivo,3,Não,Pós-Graduação,Perto,Masculino,66,Médio,Média,-0.8305863290076444
15,96,Médio,Médio,Não,7,54,Alto,Não,3,Médio,Alto,Público,Negativo,2,Não,Ensino Médio,Perto,Masculino,67,Médio,Alta,-0.8305863290076444
20,86,Alto,Baixo,Não,8,60,Médio,Sim,1,Médio,Médio,Público,Neutro,4,Sim,Faculdade,Longe,Feminino,66,Médio,Alta,0.0041185681317912485
22,95,Médio,Alto,Não,9,88,Baixo,Sim,0,Baixo,Alto,Público,Positivo,2,Não,Pós-Graduação,Perto,Masculino,72,Médio,Alta,0.3380005269875655
22,79,Médio,Médio,Não,9,94,Médio,Sim,1,Médio,Médio,Público,Positivo,3,Não,Ensino Médio,Perto,Masculino,68,Médio,Média,0.3380005269875655
25,82,Médio,Médio,Não,6,86,Médio,Não,3,Baixo,Alto,Público,Positivo,3,Não,Ensino Médio,Perto,Feminino,69,Médio,Alta,0.8388234652712269
20,97,Médio,Médio,Sim,7,76,Baixo,Sim,2,Baixo,Baixo,Privado,Positivo,3,Não,Pós-Graduação,Perto,Masculino,71,Médio,Alta,0.0041185681317912485
29,96,Médio,Médio,Sim,9,55,Baixo,Não,0,Médio,Médio,Público,Neutro,2,Não,Pós-Graduação,Longe,Feminino,70,Médio,Alta,1.5065873829827754
18,78,Médio,Médio,Não,9,91,Alto,Sim,2,Alto,Baixo,Público,Neutro,4,Não,Faculdade,Longe,Feminino,67,Médio,Média,-0.329763390723983
36,71,Médio,Médio,Sim,6,56,Médio,Sim,2,Alto,Médio,Público,Positivo,2,Não,Ensino Médio,Longe,Masculino,69,Médio,Média,2.675174238977985
24,76,Baixo,Alto,Não,8,69,Baixo,Sim,2,Médio,Médio,Público,Neutro,1,Não,Ensino Médio,Moderado,Masculino,65,Baixo,Média,0.6718824858433398
15,76,Alto,Alto,Não,8,53,Médio,Sim,1,Baixo,Médio,Público,Neutro,4,Não,Faculdade,Perto,Masculino,65,Baixo,Média,-0.8305863290076444
14,71,Médio,Médio,Sim,8,85,Baixo,Sim,2,Médio,Alto,Público,Neutro,4,Não,Ensino Médio,Perto,Masculino,64,Baixo,Média,-0.9975273084355315
23,71,Baixo,Baixo,Sim,9,75,Baixo,Sim,1,Baixo,Médio,Público,Negativo,2,Não,Faculdade,Perto,Masculino,63,Baixo,Média,0.5049415064154527
19,94,Baixo,Médio,Sim,5,95,Médio,Sim,3,Baixo,Baixo,Público,Positivo,2,Não,Ensino Médio,Moderado,Masculino,69,Médio,Alta,-0.16282241129609587
24,63,Médio,Baixo,Sim,6,57,Médio,Sim,1,Baixo,Alto,Privado,Neutro,5,Não,Faculdade,Perto,Feminino,64,Baixo,Média,0.6718824858433398
23,87,Alto,Alto,Sim,8,91,Alto,Sim,0,Alto,Médio,Privado,Positivo,3,Não,Ensino Médio,Moderado,Masculino,72,Médio,Alta,0.5049415064154527
20,67,Baixo,Médio,Sim,7,76,Médio,Sim,0,Médio,Médio,Público,Neutro,4,Não,Ensino Médio,Perto,Masculino,63,Baixo,Média,0.0041185681317912485
15,74,Baixo,Alto,Sim,4,68,Baixo,Sim,3,Baixo,Médio,Público,Positivo,3,Não,Ensino Médio,Perto,Feminino,64,Baixo,Média,-0.8305863290076444
11,62,Médio,Alto,Sim,5,82,Médio,Sim,3,Alto,Médio,Privado,Neutro,4,Não,Faculdade,Moderado,Masculino,64,Baixo,Média,-1.498350246719193
17,71,Médio,Médio,Sim,8,90,Médio,Sim,5,Médio,Médio,Público,Positivo,1,Não,Pós-Graduação,Longe,Masculino,67,Médio,Média,-0.49670437015187013
25,91,Médio,Médio,Não,8,72,Baixo,Sim,2,Médio,Alto,Público,Positivo,0,Não,Pós-Graduação,Perto,Masculino,71,Médio,Alta,0.8388234652712269
21,95,Médio,Médio,Não,5,62,Alto,Sim,1,Médio,Baixo,Público,Positivo,4,Não,Ensino Médio,Perto,Masculino,70,Médio,Alta,0.17105954755967837
13,69,Médio,Baixo,Sim,9,96,Baixo,Sim,0,Alto,Médio,Privado,Neutro,4,Não,Ensino Médio,Longe,Feminino,61,Baixo,Média,-1.1644682878634187
21,79,Médio,Alto,Sim,7,66,Baixo,Sim,2,Baixo,Médio,Público,Negativo,4,Não,Faculdade,Moderado,Masculino,67,Médio,Média,0.17105954755967837
22,79,Alto,Médio,Não,5,100,Médio,Sim,4,Alto,Alto,Público,Negativo,3,Não,Faculdade,Perto,Masculino,72,Médio,Média,0.3380005269875655
15,95,Baixo,Baixo,Sim,6,88,Baixo,Sim,1,Baixo,Médio,Público,Negativo,5,Não,Ensino Médio,Perto,Masculino,66,Médio,Alta,-0.8305863290076444
21,91,Médio,Alto,Sim,5,84,Médio,Sim,1,Alto,Baixo,Público,Neutro,2,Não,Ensino Médio,Perto,Masculino,70,Médio,Alta,0.17105954755967837
20,81,Alto,Médio,Sim,6,51,Alto,Não,3,Médio,Médio,Público,Neutro,4,Sim,Ensino Médio,Perto,Masculino,67,Médio,Alta,0.0041185681317912485
13,87,Alto,Baixo,Sim,4,72,Médio,Sim,2,Médio,Alto,Público,Neutro,3,Não,Ensino Médio,Moderado,Feminino,67,Médio,Alta,-1.1644682878634187
22,94,Baixo,Médio,Sim,7,75,Alto,Sim,2,Alto,Médio,Público,Neutro,2,Não,Faculdade,Perto,Feminino,71,Médio,Alta,0.3380005269875655
23,60,Alto,Médio,Sim,8,69,Médio,Sim,1,Baixo,Médio,Privado,Positivo,4,Não,Faculdade,Perto,Masculino,66,Médio,Baixa,0.5049415064154527
26,76,Médio,Médio,Sim,5,57,Médio,Sim,1,Médio,Médio,Público,Positivo,4,Não,Ensino Médio,Perto,Masculino,68,Médio,Média,1.005764444699114
26,96,Médio,Médio,Sim,7,68,Médio,Sim,3,Alto,Médio,Privado,Positivo,3,Não,Faculdade,Perto,Feminino,74,Médio,Alta,1.005764444699114
12,90,Médio,Baixo,Sim,6,54,Médio,Não,1,Alto,Médio,Público,Neutro,3,Não,Ensino Médio,Perto,Masculino,64,Baixo,Alta,-1.3314092672913058
14,82,Médio,Médio,Não,8,65,Médio,Sim,1,Baixo,Médio,Privado,Positivo,3,Não,Faculdade,Perto,Masculino,65,Baixo,Alta,-0.9975273084355315
23,81,Baixo,Médio,Sim,4,54,Médio,Sim,1,Baixo,Médio,Público,Neutro,3,Não,Faculdade,Perto,Masculino,66,Médio,Alta,0.5049415064154527
23,74,Médio,Alto,Sim,8,88,Baixo,Sim,0,Médio,Alto,Público,Negativo,3,Sim,Ensino Médio,Perto,Masculino,66,Médio,Média,0.5049415064154527
23,81,Médio,Baixo,Não,4,84,Médio,Sim,2,Médio,Médio,Público,Positivo,5,Não,Ensino Médio,Perto,Masculino,68,Médio,Alta,0.5049415064154527
43,86,Alto,Médio,Sim,7,97,Médio,Sim,2,Médio,Alto,Público,Positivo,1,Não,Ensino Médio,Perto,Feminino,78,Médio,Alta,3.8437610949731953
23,77,Médio,Alto,Sim,6,69,Baixo,Sim,1,Médio,Médio,Privado,Positivo,2,Não,Ensino Médio,Moderado,Feminino,67,Médio,Média,0.5049415064154527
27,89,Médio,Alto,Sim,6,89,Médio,Sim,3,Médio,Médio,Privado,Positivo,3,Não,Ensino Médio,Perto,Masculino,74,Médio,Alta,1.1727054241270012
26,94,Médio,Alto,Não,5,79,Alto,Sim,1,Baixo,Alto,Público,Positivo,2,Não,Pós-Graduação,Perto,Masculino,74,Médio,Alta,1.005764444699114
24,66,Médio,Baixo,Não,9,82,Baixo,Sim,1,Médio,Médio,Público,Neutro,2,Sim,Ensino Médio,Perto,Feminino,62,Baixo,Média,0.6718824858433398
18,78,Alto,Médio,Sim,5,77,Médio,Não,2,Médio,Médio,Público,Neutro,4,Não,Ensino Médio,Longe,Masculino,66,Médio,Média,-0.329763390723983
25,76,Médio,Médio,Sim,5,89,Alto,Sim,3,Médio,Alto,Público,Neutro,3,Não,Ensino Médio,Longe,Feminino,69,Médio,Média,0.8388234652712269
15,87,Médio,Alto,Sim,10,52,Médio,Sim,2,Baixo,Alto,Privado,Positivo,3,Não,Faculdade,Perto,Masculino,68,Médio,Alta,-0.8305863290076444
19,70,Médio,Baixo,Não,7,54,Alto,Sim,0,Médio,Médio,Público,Positivo,2,Sim,Ensino Médio,Moderado,Masculino,89,Alto,Média,-0.16282241129609587
17,86,Alto,Baixo,Não,5,55,Baixo,Não,2,Alto,Médio,Privado,Neutro,4,Não,Faculdade,Perto,Masculino,66,Médio,Alta,-0.49670437015187013
20,95,Baixo,Médio,Sim,7,64,Baixo,Não,2,Médio,Alto,Público,Neutro,3,Não,Ensino Médio,Perto,Feminino,68,Médio,Alta,0.0041185681317912485
34,77,Médio,Baixo,Sim,7,80,Baixo,Sim,0,Médio,Médio,Público,Positivo,3,Não,Ensino Médio,Perto,Masculino,69,Médio,Média,2.341292280122211
9,96,Médio,Médio,Sim,4,82,Alto,Não,0,Baixo,Médio,Público,Positivo,4,Não,Faculdade,Perto,Masculino,67,Médio,Alta,-1.8322322055749671
24,100,Alto,Alto,Sim,6,86,Baixo,Sim,2,Médio,Médio,Privado,Positivo,5,Não,Ensino Médio,Perto,Masculino,75,Médio,Alta,0.6718824858433398
10,64,Médio,Alto,Não,7,64,Alto,Sim,0,Médio,Médio,Público,Positivo,4,Sim,Ensino Médio,Moderado,Feminino,60,Baixo,Média,-1.66529122614708
17,69,Alto,Médio,Sim,9,83,Médio,Sim,2,Médio,Alto,Privado,Positivo,4,Sim,Faculdade,Moderado,Feminino,66,Médio,Média,-0.49670437015187013
27,98,Baixo,Alto,Sim,7,56,Baixo,Sim,1,Alto,Médio,Privado,Positivo,3,Não,Faculdade,Perto,Feminino,73,Médio,Alta,1.1727054241270012
20,98,Médio,Baixo,Não,7,50,Baixo,Sim,1,Médio,Alto,Privado,Neutro,2,Não,Ensino Médio,Perto,Feminino,68,Médio,Alta,0.0041185681317912485
14,64,Médio,Médio,Sim,6,85,Médio,Sim,0,Médio,Médio,Público,Neutro,3,Não,Ensino Médio,Perto,Masculino,62,Baixo,Média,-0.9975273084355315
16,61,Médio,Médio,Não,9,86,Baixo,Sim,2,Baixo,Alto,Público,Positivo,2,Não,Ensino Médio,Perto,Masculino,62,Baixo,Média,-0.6636453495797573
24,66,Alto,Baixo,Sim,8,81,Alto,Sim,1,Médio,Médio,Público,Neutro,4,Não,Ensino Médio,Longe,Masculino,65,Baixo,Média,0.6718824858433398
16,100,Alto,Baixo,Sim,8,63,Alto,Sim,2,Baixo,Médio,Público,Negativo,3,Não,Ensino Médio,Moderado,Masculino,69,Médio,Alta,-0.6636453495797573
21,67,Médio,Médio,Não,7,96,Baixo,Sim,3,Baixo,Médio,Público,Neutro,2,Não,Ensino Médio,Longe,Feminino,64,Baixo,Média,0.17105954755967837
20,80,Médio,Alto,Não,5,94,Médio,Sim,0,Baixo,Baixo,Privado,Positivo,4,Sim,Pós-Graduação,Moderado,Feminino,67,Médio,Média,0.0041185681317912485
16,94,Alto,Alto,Sim,9,76,Médio,Sim,0,Baixo,Alto,Público,Neutro,2,Não,Ensino Médio,Perto,Masculino,70,Médio,Alta,-0.6636453495797573
33,61,Médio,Médio,Não,7,99,Alto,Sim,2,Médio,Alto,Público,Neutro,3,Não,Faculdade,Perto,Feminino,70,Médio,Média,2.174351300694324
24,84,Alto,Baixo,Não,7,65,Baixo,Sim,3,Médio,Alto,Público,Positivo,3,Não,Ensino Médio,Perto,Feminino,69,Médio,Alta,0.6718824858433398
8,71,Alto,Baixo,Não,8,75,Médio,Sim,0,Médio,Alto,Público,Positivo,3,Não,Ensino Médio,Perto,Masculino,61,Baixo,Média,-1.9991731850028542
21,94,Médio,Médio,Não,7,96,Baixo,Sim,0,Médio,Médio,Privado,Neutro,2,Sim,Pós-Graduação,Moderado,Masculino,69,Médio,Alta,0.17105954755967837
16,71,Alto,Médio,Sim,5,73,Médio,Sim,1,Médio,Médio,Público,Neutro,0,Sim,Ensino Médio,Perto,Masculino,63,Baixo,Média,-0.6636453495797573
25,87,Médio,Baixo,Sim,7,74,Baixo,Sim,0,Médio,Alto,Público,Neutro,4,Sim,Ensino Médio,Perto,Masculino,67,Médio,Alta,0.8388234652712269
15,87,Baixo,Médio,Não,4,54,Médio,Sim,1,Médio,Médio,Público,Neutro,6,Não,Ensino Médio,Moderado,Masculino,65,Baixo,Alta,-0.8305863290076444
19,69,Médio,Médio,Sim,7,61,Alto,Sim,3,Alto,Alto,Público,Neutro,4,Não,Ensino Médio,Moderado,Masculino,66,Médio,Média,-0.16282241129609587
23,61,Baixo,Médio,Não,9,58,Médio,Sim,4,Médio,Médio,Público,Neutro,2,Não,Ensino Médio,Perto,Masculino,63,Baixo,Média,0.5049415064154527
25,76,Médio,Alto,Sim,4,78,Médio,Sim,2,Médio,Médio,Privado,Negativo,3,Não,Ensino Médio,Moderado,Feminino,68,Médio,Média,0.8388234652712269
13,72,Alto,Alto,Não,7,66,Médio,Sim,0,Baixo,Alto,Público,Neutro,4,Não,Pós-Graduação,Perto,Masculino,65,Baixo,Média,-1.1644682878634187
18,92,Baixo,Médio,Sim,8,54,Médio,Sim,1,Médio,Médio,Público,Positivo,3,Não,Ensino Médio,Perto,Masculino,67,Médio,Alta,-0.329763390723983
17,92,Baixo,Baixo,Sim,8,75,Médio,Sim,2,Médio,Alto,Público,Neutro,3,Não,Pós-Graduação,Perto,Feminino,68,Médio,Alta,-0.49670437015187013
16,78,Médio,Alto,Não,6,83,Médio,Sim,0,Baixo,Baixo,Público,Neutro,3,Sim,Faculdade,Perto,Masculino,64,Baixo,Média,-0.6636453495797573
31,84,Médio,Médio,Não,5,87,Alto,Sim,0,Médio,Médio,Privado,Positivo,3,Não,Faculdade,Moderado,Masculino,71,Médio,Alta,1.8404693418385496
22,84,Médio,Médio,Sim,6,92,Baixo,Sim,0,Médio,Médio,Público,Neutro,5,Não,Ensino Médio,Perto,Feminino,69,Médio,Alta,0.3380005269875655
12,93,Médio,Médio,Sim,9,74,Baixo,Sim,1,Médio,Médio,Público,Neutro,3,Não,Pós-Graduação,Moderado,Masculino,67,Médio,Alta,-1.3314092672913058
26,77,Baixo,Médio,Não,4,70,Baixo,Sim,2,Alto,Baixo,Público,Neutro,3,Sim,Faculdade,Moderado,Feminino,65,Baixo,Média,1.005764444699114
33,71,Baixo,Médio,Não,5,84,Médio,Sim,1,Médio,Médio,Público,Positivo,2,Não,Ensino Médio,Perto,Masculino,68,Médio,Média,2.174351300694324
26,71,Alto,Médio,Sim,6,51,Baixo,Não,1,Alto,Médio,Privado,Positivo,3,Não,Pós-Graduação,Moderado,Masculino,67,Médio,Média,1.005764444699114
11,81,Médio,Médio,Sim,6,82,Alto,Sim,3,Médio,Alto,Público,Neutro,4,Não,Ensino Médio,Perto,Masculino,67,Médio,Alta,-1.498350246719193
17,78,Médio,Alto,Sim,7,70,Médio,Não,2,Baixo,Alto,Público,Positivo,3,Não,Ensino Médio,Perto,Masculino,66,Médio,Média,-0.49670437015187013
28,78,Alto,Médio,Não,9,73,Alto,Sim,2,Médio,Médio,Público,Neutro,4,Não,Faculdade,Moderado,Feminino,70,Médio,Média,1.3396464035548883
16,64,Alto,Baixo,Sim,5,65,Médio,Sim,3,Médio,Alto,Privado,Positivo,4,Não,Pós-Graduação,Moderado,Feminino,65,Baixo,Média,-0.6636453495797573
23,89,Baixo,Baixo,Sim,7,56,Baixo,Sim,4,Médio,Baixo,Privado,Positivo,4,Não,Pós-Graduação,Perto,Feminino,69,Médio,Alta,0.5049415064154527
25,69,Médio,Médio,Sim,7,70,Baixo,Não,1,Alto,Alto,Público,Positivo,4,Não,Ensino Médio,Longe,Feminino,65,Baixo,Média,0.8388234652712269
14,68,Alto,Médio,Não,6,65,Médio,Sim,1,Alto,Médio,Público,Neutro,3,Sim,Faculdade,Perto,Masculino,63,Baixo,Média,-0.9975273084355315
20,77,Médio,Médio,Não,5,98,Baixo,Sim,2,Baixo,Alto,Privado,Neutro,2,Não,Pós-Graduação,Longe,Feminino,67,Médio,Média,0.0041185681317912485
1,69,Alto,Médio,Sim,6,97,Médio,Sim,1,Baixo,Médio,Público,Positivo,3,Não,Ensino Médio,Perto,Feminino,61,Baixo,Média,-3.167760040998064
14,83,Médio,Baixo,Sim,6,82,Médio,Sim,0,Médio,Médio,Público,Positivo,2,Não,Ensino Médio,Perto,Feminino,65,Baixo,Alta,-0.9975273084355315
18,75,Baixo,Alto,Sim,8,95,Médio,Sim,1,Baixo,Baixo,Público,Neutro,2,Não,Faculdade,Perto,Feminino,66,Médio,Média,-0.329763390723983
13,78,Médio,Alto,Sim,8,88,Alto,Sim,0,Alto,Baixo,Público,Neutro,3,Não,Faculdade,Perto,Masculino,66,Médio,Média,-1.1644682878634187
30,81,Médio,Baixo,Sim,5,67,Médio,Sim,1,Alto,Alto,Público,Negativo,1,Não,Ensino Médio,Perto,Masculino,69,Médio,Alta,1.6735283624106625
11,68,Médio,Médio,Não,6,80,Médio,Sim,2,Médio,Médio,Público,Positivo,3,Não,Faculdade,Moderado,Feminino,63,Baixo,Média,-1.498350246719193
17,66,Baixo,Alto,Não,6,61,Médio,Sim,1,Alto,Médio,Público,Positivo,6,Não,Pós-Graduação,Perto,Masculino,65,Baixo,Média,-0.49670437015187013
21,95,Baixo,Baixo,Não,10,84,Baixo,Sim,0,Alto,Médio,Público,Neutro,4,Sim,Ensino Médio,Perto,Masculino,67,Médio,Alta,0.17105954755967837
29,77,Alto,Alto,Sim,7,52,Médio,Sim,2,Alto,Médio,Público,Negativo,3,Sim,Ensino Médio,Perto,Feminino,69,Médio,Média,1.5065873829827754
11,76,Baixo,Médio,Sim,5,92,Médio,Sim,4,Médio,Baixo,Público,Negativo,2,Não,Pós-Graduação,Perto,Masculino,65,Baixo,Média,-1.498350246719193
27,61,Médio,Médio,Não,6,79,Médio,Sim,1,Baixo,Médio,Público,Positivo,3,Não,Ensino Médio,Moderado,Masculino,65,Baixo,Média,1.1727054241270012
20,80,Alto,Baixo,Sim,6,53,Médio,Sim,0,Baixo,Médio,Público,Neutro,2,Não,Faculdade,Moderado,Masculino,65,Baixo,Média,0.0041185681317912485
14,82,Médio,Alto,Sim,8,94,Baixo,Sim,2,Baixo,Alto,Público,Negativo,5,Não,Faculdade,Longe,Feminino,67,Médio,Alta,-0.9975273084355315
23,82,Baixo,Médio,Sim,8,94,Médio,Sim,1,Médio,Médio,Público,Negativo,2,Sim,Ensino Médio,Perto,Masculino,66,Médio,Alta,0.5049415064154527
21,88,Médio,Alto,Não,7,93,Médio,Sim,4,Baixo,Médio,Público,Positivo,3,Não,Ensino Médio,Perto,Feminino,72,Médio,Alta,0.17105954755967837
16,67,Médio,Alto,Não,7,89,Alto,Sim,3,Baixo,Médio,Público,Positivo,3,Não,Faculdade,Perto,Masculino,66,Médio,Média,-0.6636453495797573
20,70,Médio,Médio,Sim,7,84,Baixo,Não,2,Médio,Alto,Privado,Neutro,4,Não,Faculdade,Longe,Masculino,65,Baixo,Média,0.0041185681317912485
18,92,Alto,Médio,Sim,7,70,Médio,Sim,1,Baixo,Médio,Público,Neutro,3,Não,Ensino Médio,Moderado,Masculino,69,Médio,Alta,-0.329763390723983
21,98,Médio,Baixo,Não,4,57,Médio,Sim,2,Alto,Baixo,Público,Neutro,2,Não,Ensino Médio,Perto,Feminino,68,Médio,Alta,0.17105954755967837
24,65,Médio,Baixo,Não,7,64,Baixo,Sim,1,Alto,Médio,Público,Neutro,1,Não,Pós-Graduação,Perto,Masculino,64,Baixo,Média,0.6718824858433398
30,80,Baixo,Alto,Não,6,67,Médio,Sim,3,Médio,Médio,Público,Negativo,4,Não,Faculdade,Moderado,Feminino,69,Médio,Média,1.6735283624106625
13,69,Médio,Baixo,Sim,5,68,Baixo,Sim,0,Alto,Médio,Público,Positivo,1,Sim,Ensino Médio,Moderado,Feminino,59,Baixo,Média,-1.1644682878634187
33,62,Alto,Médio,Sim,10,78,Médio,Sim,0,Médio,Médio,Privado,Positivo,3,Não,Ensino Médio,Moderado,Feminino,68,Médio,Média,2.174351300694324
8,73,Médio,Médio,Não,7,60,Médio,Não,0,Alto,Médio,Privado,Neutro,3,Não,Ensino Médio,Perto,Feminino,60,Baixo,Média,-1.9991731850028542
19,66,Médio,Alto,Não,7,59,Médio,Sim,1,Alto,Médio,Público,Negativo,3,Não,Ensino Médio,Longe,Masculino,62,Baixo,Média,-0.16282241129609587
24,88,Baixo,Médio,Sim,6,86,Baixo,Sim,0,Baixo,Baixo,Público,Negativo,3,Não,Faculdade,Perto,Masculino,67,Médio,Alta,0.6718824858433398
22,81,Baixo,Alto,Sim,8,50,Alto,Sim,4,Médio,Médio,Privado,Positivo,5,Não,Ensino Médio,Longe,Feminino,68,Médio,Alta,0.3380005269875655
16,66,Médio,Alto,Sim,5,57,Alto,Sim,3,Médio,Médio,Público,Positivo,3,Não,Ensino Médio,Moderado,Feminino,64,Baixo,Média,-0.6636453495797573
19,60,Médio,Alto,Sim,7,72,Alto,Sim,3,Baixo,Alto,Público,Positivo,3,Não,Ensino Médio,Moderado,Feminino,65,Baixo,Baixa,-0.16282241129609587
17,92,Baixo,Baixo,Sim,6,57,Médio,Sim,2,Médio,Médio,Privado,Positivo,2,Sim,Ensino Médio,Moderado,Feminino,65,Baixo,Alta,-0.49670437015187013
16,67,Alto,Médio,Não,8,98,Médio,Sim,0,Baixo,Baixo,Público,Neutro,3,Não,Ensino Médio,Perto,Feminino,63,Baixo,Média,-0.6636453495797573
25,84,Médio,Baixo,Sim,6,84,Baixo,Sim,2,Médio,Alto,Público,Positivo,3,Não,Ensino Médio,Perto,Masculino,70,Médio,Alta,0.8388234652712269
22,73,Baixo,Médio,Sim,9,72,Baixo,Sim,3,Médio,Médio,Público,Positivo,3,Não,Ensino Médio,Perto,Feminino,66,Médio,Média,0.3380005269875655
16,83,Médio,Alto,Sim,7,56,Baixo,Sim,4,Alto,Médio,Público,Positivo,3,Não,Ensino Médio,Perto,Feminino,68,Médio,Alta,-0.6636453495797573
25,73,Baixo,Baixo,Não,8,69,Médio,Sim,3,Médio,Médio,Privado,Positivo,3,Não,Ensino Médio,Perto,Feminino,66,Médio,Média,0.8388234652712269
22,63,Baixo,Baixo,Não,8,83,Médio,Sim,3,Médio,Médio,Privado,Negativo,1,Não,Faculdade,Perto,Masculino,63,Baixo,Média,0.3380005269875655
25,69,Alto,Médio,Sim,9,98,Médio,Sim,1,Baixo,Médio,Público,Negativo,3,Sim,Faculdade,Moderado,Feminino,66,Médio,Média,0.8388234652712269
24,68,Médio,Médio,Sim,6,74,Médio,Sim,1,Médio,Médio,Público,Neutro,3,Não,Ensino Médio,Perto,Feminino,65,Baixo,Média,0.6718824858433398
15,77,Médio,Médio,Sim,8,85,Alto,Sim,1,Baixo,Médio,Público,Positivo,2,Não,Pós-Graduação,Moderado,Masculino,66,Médio,Média,-0.8305863290076444
17,86,Alto,Baixo,Sim,4,60,Alto,Sim,2,Alto,Baixo,Privado,Positivo,3,Sim,Faculdade,Moderado,Feminino,67,Médio,Alta,-0.49670437015187013
24,71,Médio,Médio,Sim,7,81,Médio,Sim,0,Baixo,Médio,Privado,Positivo,3,Não,Ensino Médio,Perto,Masculino,66,Médio,Média,0.6718824858433398
24,60,Baixo,Médio,Não,6,62,Alto,Sim,4,Baixo,Alto,Público,Negativo,3,Não,Ensino Médio,Perto,Feminino,63,Baixo,Baixa,0.6718824858433398
20,81,Médio,Médio,Sim,5,60,Baixo,Sim,3,Médio,Médio,Público,Positivo,4,Sim,Ensino Médio,Perto,Masculino,66,Médio,Alta,0.0041185681317912485
21,84,Médio,Médio,Não,6,75,Baixo,Não,1,Alto,Médio,Público,Positivo,3,Não,Faculdade,Moderado,Masculino,67,Médio,Alta,0.17105954755967837
28,99,Médio,Médio,Sim,6,61,Médio,Não,1,Baixo,Médio,Público,Positivo,3,Não,Ensino Médio,Perto,Masculino,71,Médio,Alta,1.3396464035548883
16,84,Médio,Alto,Sim,7,86,Médio,Sim,1,Baixo,Médio,Privado,Neutro,2,Não,Ensino Médio,Perto,Feminino,67,Médio,Alta,-0.6636453495797573
23,79,Médio,Alto,Sim,6,97,Médio,Sim,1,Alto,Baixo,Público,Neutro,4,Não,Ensino Médio,Moderado,Masculino,69,Médio,Média,0.5049415064154527
19,83,Médio,Médio,Sim,7,70,Médio,Sim,2,Baixo,Médio,Público,Negativo,4,Sim,Pós-Graduação,Perto,Feminino,67,Médio,Alta,-0.16282241129609587
