,Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,faixa_nota
180,24,76,Baixo,Alto,Não,8,69,Baixo,Sim,2,Médio,Médio,Público,Neutro,1,Não,Ensino Médio,Moderado,Masculino,65,médio
181,15,76,Alto,Alto,Não,8,53,Médio,Sim,1,Baixo,Médio,Público,Neutro,4,Não,Faculdade,Perto,Masculino,65,médio
182,14,71,Médio,Médio,Sim,8,85,Baixo,Sim,2,Médio,Alto,Público,Neutro,4,Não,Ensino Médio,Perto,Masculino,64,médio
183,23,71,Baixo,Baixo,Sim,9,75,Baixo,Sim,1,Baixo,Médio,Público,Negativo,2,Não,Faculdade,Perto,Masculino,63,médio
184,19,94,Baixo,Médio,Sim,5,95,Médio,Sim,3,Baixo,Baixo,Público,Positivo,2,Não,Ensino Médio,Moderado,Masculino,69,médio
185,24,63,Médio,Baixo,Sim,6,57,Médio,Sim,1,Baixo,Alto,Privado,Neutro,5,Não,Faculdade,Perto,Feminino,64,médio
186,23,87,Alto,Alto,Sim,8,91,Alto,Sim,0,Alto,Médio,Privado,Positivo,3,Não,Ensino Médio,Moderado,Masculino,72,médio
187,20,67,Baixo,Médio,Sim,7,76,Médio,Sim,0,Médio,Médio,Público,Neutro,4,Não,Ensino Médio,Perto,Masculino,63,médio
188,15,74,Baixo,Alto,Sim,4,68,Baixo,Sim,3,Baixo,Médio,Público,Positivo,3,Não,Ensino Médio,Perto,Feminino,64,médio
189,11,62,Médio,Alto,Sim,5,82,Médio,Sim,3,Alto,Médio,Privado,Neutro,4,Não,Faculdade,Moderado,Masculino,64,médio
190,17,71,Médio,Médio,Sim,8,90,Médio,Sim,5,Médio,Médio,Público,Positivo,1,Não,Pós-Graduação,Longe,Masculino,67,médio
191,25,91,Médio,Médio,Não,8,72,Baixo,Sim,2,Médio,Alto,Público,Positivo,0,Não,Pós-Graduação,Perto,Masculino,71,médio
192,21,95,Médio,Médio,Não,5,62,Alto,Sim,1,Médio,Baixo,Público,Positivo,4,Não,Ensino Médio,Perto,Masculino,70,médio
193,13,69,Médio,Baixo,Sim,9,96,Baixo,Sim,0,Alto,Médio,Privado,Neutro,4,Não,Ensino Médio,Longe,Feminino,61,médio
194,21,79,Médio,Alto,Sim,7,66,Baixo,Sim,2,Baixo,Médio,Público,Negativo,4,Não,Faculdade,Moderado,Masculino,67,médio
195,22,79,Alto,Médio,Não,5,100,Médio,Sim,4,Alto,Alto,Público,Negativo,3,Não,Faculdade,Perto,Masculino,72,médio
196,15,95,Baixo,Baixo,Sim,6,88,Baixo,Sim,1,Baixo,Médio,Público,Negativo,5,Não,Ensino Médio,Perto,Masculino,66,médio
197,21,91,Médio,Alto,Sim,5,84,Médio,Sim,1,Alto,Baixo,Público,Neutro,2,Não,Ensino Médio,Perto,Masculino,70,médio
198,20,81,Alto,Médio,Sim,6,51,Alto,Não,3,Médio,Médio,Público,Neutro,4,Sim,Ensino Médio,Perto,Masculino,67,médio
199,13,87,Alto,Baixo,Sim,4,72,Médio,Sim,2,Médio,Alto,Público,Neutro,3,Não,Ensino Médio,Moderado,Feminino,67,médio
200,22,94,Baixo,Médio,Sim,7,75,Alto,Sim,2,Alto,Médio,Público,Neutro,2,Não,Faculdade,Perto,Feminino,71,médio
201,23,60,Alto,Médio,Sim,8,69,Médio,Sim,1,Baixo,Médio,Privado,Positivo,4,Não,Faculdade,Perto,Masculino,66,médio
202,26,76,Médio,Médio,Sim,5,57,Médio,Sim,1,Médio,Médio,Público,Positivo,4,Não,Ensino Médio,Perto,Masculino,68,médio
203,26,96,Médio,Médio,Sim,7,68,Médio,Sim,3,Alto,Médio,Privado,Positivo,3,Não,Faculdade,Perto,Feminino,74,médio
204,12,90,Médio,Baixo,Sim,6,54,Médio,Não,1,Alto,Médio,Público,Neutro,3,Não,Ensino Médio,Perto,Masculino,64,médio
205,14,82,Médio,Médio,Não,8,65,Médio,Sim,1,Baixo,Médio,Privado,Positivo,3,Não,Faculdade,Perto,Masculino,65,médio
206,23,81,Baixo,Médio,Sim,4,54,Médio,Sim,1,Baixo,Médio,Público,Neutro,3,Não,Faculdade,Perto,Masculino,66,médio
207,23,74,Médio,Alto,Sim,8,88,Baixo,Sim,0,Médio,Alto,Público,Negativo,3,Sim,Ensino Médio,Perto,Masculino,66,médio
208,23,81,Médio,Baixo,Não,4,84,Médio,Sim,2,Médio,Médio,Público,Positivo,5,Não,Ensino Médio,Perto,Masculino,68,médio
209,43,86,Alto,Médio,Sim,7,97,Médio,Sim,2,Médio,Alto,Público,Positivo,1,Não,Ensino Médio,Perto,Feminino,78,médio
210,23,77,Médio,Alto,Sim,6,69,Baixo,Sim,1,Médio,Médio,Privado,Positivo,2,Não,Ensino Médio,Moderado,Feminino,67,médio
211,27,89,Médio,Alto,Sim,6,89,Médio,Sim,3,Médio,Médio,Privado,Positivo,3,Não,Ensino Médio,Perto,Masculino,74,médio
212,26,94,Médio,Alto,Não,5,79,Alto,Sim,1,Baixo,Alto,Público,Positivo,2,Não,Pós-Graduação,Perto,Masculino,74,médio
213,24,66,Médio,Baixo,Não,9,82,Baixo,Sim,1,Médio,Médio,Público,Neutro,2,Sim,Ensino Médio,Perto,Feminino,62,médio
214,18,78,Alto,Médio,Sim,5,77,Médio,Não,2,Médio,Médio,Público,Neutro,4,Não,Ensino Médio,Longe,Masculino,66,médio
215,25,76,Médio,Médio,Sim,5,89,Alto,Sim,3,Médio,Alto,Público,Neutro,3,Não,Ensino Médio,Longe,Feminino,69,médio
216,15,87,Médio,Alto,Sim,10,52,Médio,Sim,2,Baixo,Alto,Privado,Positivo,3,Não,Faculdade,Perto,Masculino,68,médio
217,19,70,Médio,Baixo,Não,7,54,Alto,Sim,0,Médio,Médio,Público,Positivo,2,Sim,Ensino Médio,Moderado,Masculino,89,alto
218,17,86,Alto,Baixo,Não,5,55,Baixo,Não,2,Alto,Médio,Privado,Neutro,4,Não,Faculdade,Perto,Masculino,66,médio
219,20,95,Baixo,Médio,Sim,7,64,Baixo,Não,2,Médio,Alto,Público,Neutro,3,Não,Ensino Médio,Perto,Feminino,68,médio
220,34,77,Médio,Baixo,Sim,7,80,Baixo,Sim,0,Médio,Médio,Público,Positivo,3,Não,Ensino Médio,Perto,Masculino,69,médio
221,9,96,Médio,Médio,Sim,4,82,Alto,Não,0,Baixo,Médio,Público,Positivo,4,Não,Faculdade,Perto,Masculino,67,médio
222,24,100,Alto,Alto,Sim,6,86,Baixo,Sim,2,Médio,Médio,Privado,Positivo,5,Não,Ensino Médio,Perto,Masculino,75,médio
223,10,64,Médio,Alto,Não,7,64,Alto,Sim,0,Médio,Médio,Público,Positivo,4,Sim,Ensino Médio,Moderado,Feminino,60,baixo
224,17,69,Alto,Médio,Sim,9,83,Médio,Sim,2,Médio,Alto,Privado,Positivo,4,Sim,Faculdade,Moderado,Feminino,66,médio
225,27,98,Baixo,Alto,Sim,7,56,Baixo,Sim,1,Alto,Médio,Privado,Positivo,3,Não,Faculdade,Perto,Feminino,73,médio
226,20,98,Médio,Baixo,Não,7,50,Baixo,Sim,1,Médio,Alto,Privado,Neutro,2,Não,Ensino Médio,Perto,Feminino,68,médio
227,14,64,Médio,Médio,Sim,6,85,Médio,Sim,0,Médio,Médio,Público,Neutro,3,Não,Ensino Médio,Perto,Masculino,62,médio
228,16,61,Médio,Médio,Não,9,86,Baixo,Sim,2,Baixo,Alto,Público,Positivo,2,Não,Ensino Médio,Perto,Masculino,62,médio
229,24,66,Alto,Baixo,Sim,8,81,Alto,Sim,1,Médio,Médio,Público,Neutro,4,Não,Ensino Médio,Longe,Masculino,65,médio
230,16,100,Alto,Baixo,Sim,8,63,Alto,Sim,2,Baixo,Médio,Público,Negativo,3,Não,Ensino Médio,Moderado,Masculino,69,médio
231,21,67,Médio,Médio,Não,7,96,Baixo,Sim,3,Baixo,Médio,Público,Neutro,2,Não,Ensino Médio,Longe,Feminino,64,médio
232,20,80,Médio,Alto,Não,5,94,Médio,Sim,0,Baixo,Baixo,Privado,Positivo,4,Sim,Pós-Graduação,Moderado,Feminino,67,médio
233,16,94,Alto,Alto,Sim,9,76,Médio,Sim,0,Baixo,Alto,Público,Neutro,2,Não,Ensino Médio,Perto,Masculino,70,médio
234,33,61,Médio,Médio,Não,7,99,Alto,Sim,2,Médio,Alto,Público,Neutro,3,Não,Faculdade,Perto,Feminino,70,médio
235,24,84,Alto,Baixo,Não,7,65,Baixo,Sim,3,Médio,Alto,Público,Positivo,3,Não,Ensino Médio,Perto,Feminino,69,médio
236,8,71,Alto,Baixo,Não,8,75,Médio,Sim,0,Médio,Alto,Público,Positivo,3,Não,Ensino Médio,Perto,Masculino,61,médio
237,21,94,Médio,Médio,Não,7,96,Baixo,Sim,0,Médio,Médio,Privado,Neutro,2,Sim,Pós-Graduação,Moderado,Masculino,69,médio
238,16,71,Alto,Médio,Sim,5,73,Médio,Sim,1,Médio,Médio,Público,Neutro,0,Sim,Ensino Médio,Perto,Masculino,63,médio
239,25,87,Médio,Baixo,Sim,7,74,Baixo,Sim,0,Médio,Alto,Público,Neutro,4,Sim,Ensino Médio,Perto,Masculino,67,médio
240,15,87,Baixo,Médio,Não,4,54,Médio,Sim,1,Médio,Médio,Público,Neutro,6,Não,Ensino Médio,Moderado,Masculino,65,médio
241,19,69,Médio,Médio,Sim,7,61,Alto,Sim,3,Alto,Alto,Público,Neutro,4,Não,Ensino Médio,Moderado,Masculino,66,médio
242,23,61,Baixo,Médio,Não,9,58,Médio,Sim,4,Médio,Médio,Público,Neutro,2,Não,Ensino Médio,Perto,Masculino,63,médio
243,25,76,Médio,Alto,Sim,4,78,Médio,Sim,2,Médio,Médio,Privado,Negativo,3,Não,Ensino Médio,Moderado,Feminino,68,médio
244,13,72,Alto,Alto,Não,7,66,Médio,Sim,0,Baixo,Alto,Público,Neutro,4,Não,Pós-Graduação,Perto,Masculino,65,médio
245,18,92,Baixo,Médio,Sim,8,54,Médio,Sim,1,Médio,Médio,Público,Positivo,3,Não,Ensino Médio,Perto,Masculino,67,médio
246,17,92,Baixo,Baixo,Sim,8,75,Médio,Sim,2,Médio,Alto,Público,Neutro,3,Não,Pós-Graduação,Perto,Feminino,68,médio
247,16,78,Médio,Alto,Não,6,83,Médio,Sim,0,Baixo,Baixo,Público,Neutro,3,Sim,Faculdade,Perto,Masculino,64,médio
248,31,84,Médio,Médio,Não,5,87,Alto,Sim,0,Médio,Médio,Privado,Positivo,3,Não,Faculdade,Moderado,Masculino,71,médio
249,22,84,Médio,Médio,Sim,6,92,Baixo,Sim,0,Médio,Médio,Público,Neutro,5,Não,Ensino Médio,Perto,Feminino,69,médio
250,12,93,Médio,Médio,Sim,9,74,Baixo,Sim,1,Médio,Médio,Público,Neutro,3,Não,Pós-Graduação,Moderado,Masculino,67,médio
251,26,77,Baixo,Médio,Não,4,70,Baixo,Sim,2,Alto,Baixo,Público,Neutro,3,Sim,Faculdade,Moderado,Feminino,65,médio
252,33,71,Baixo,Médio,Não,5,84,Médio,Sim,1,Médio,Médio,Público,Positivo,2,Não,Ensino Médio,Perto,Masculino,68,médio
253,26,71,Alto,Médio,Sim,6,51,Baixo,Não,1,Alto,Médio,Privado,Positivo,3,Não,Pós-Graduação,Moderado,Masculino,67,médio
254,11,81,Médio,Médio,Sim,6,82,Alto,Sim,3,Médio,Alto,Público,Neutro,4,Não,Ensino Médio,Perto,Masculino,67,médio
255,17,78,Médio,Alto,Sim,7,70,Médio,Não,2,Baixo,Alto,Público,Positivo,3,Não,Ensino Médio,Perto,Masculino,66,médio
256,28,78,Alto,Médio,Não,9,73,Alto,Sim,2,Médio,Médio,Público,Neutro,4,Não,Faculdade,Moderado,Feminino,70,médio
257,16,64,Alto,Baixo,Sim,5,65,Médio,Sim,3,Médio,Alto,Privado,Positivo,4,Não,Pós-Graduação,Moderado,Feminino,65,médio
258,23,89,Baixo,Baixo,Sim,7,56,Baixo,Sim,4,Médio,Baixo,Privado,Positivo,4,Não,Pós-Graduação,Perto,Feminino,69,médio
259,25,69,Médio,Médio,Sim,7,70,Baixo,Não,1,Alto,Alto,Público,Positivo,4,Não,Ensino Médio,Longe,Feminino,65,médio
260,14,68,Alto,Médio,Não,6,65,Médio,Sim,1,Alto,Médio,Público,Neutro,3,Sim,Faculdade,Perto,Masculino,63,médio
261,20,77,Médio,Médio,Não,5,98,Baixo,Sim,2,Baixo,Alto,Privado,Neutro,2,Não,Pós-Graduação,Longe,Feminino,67,médio
262,1,69,Alto,Médio,Sim,6,97,Médio,Sim,1,Baixo,Médio,Público,Positivo,3,Não,Ensino Médio,Perto,Feminino,61,médio
263,14,83,Médio,Baixo,Sim,6,82,Médio,Sim,0,Médio,Médio,Público,Positivo,2,Não,Ensino Médio,Perto,Feminino,65,médio
264,18,75,Baixo,Alto,Sim,8,95,Médio,Sim,1,Baixo,Baixo,Público,Neutro,2,Não,Faculdade,Perto,Feminino,66,médio
265,13,78,Médio,Alto,Sim,8,88,Alto,Sim,0,Alto,Baixo,Público,Neutro,3,Não,Faculdade,Perto,Masculino,66,médio
266,30,81,Médio,Baixo,Sim,5,67,Médio,Sim,1,Alto,Alto,Público,Negativo,1,Não,Ensino Médio,Perto,Masculino,69,médio
267,11,68,Médio,Médio,Não,6,80,Médio,Sim,2,Médio,Médio,Público,Positivo,3,Não,Faculdade,Moderado,Feminino,63,médio
268,17,66,Baixo,Alto,Não,6,61,Médio,Sim,1,Alto,Médio,Público,Positivo,6,Não,Pós-Graduação,Perto,Masculino,65,médio
269,21,95,Baixo,Baixo,Não,10,84,Baixo,Sim,0,Alto,Médio,Público,Neutro,4,Sim,Ensino Médio,Perto,Masculino,67,médio
270,29,77,Alto,Alto,Sim,7,52,Médio,Sim,2,Alto,Médio,Público,Negativo,3,Sim,Ensino Médio,Perto,Feminino,69,médio
271,11,76,Baixo,Médio,Sim,5,92,Médio,Sim,4,Médio,Baixo,Público,Negativo,2,Não,Pós-Graduação,Perto,Masculino,65,médio
272,27,61,Médio,Médio,Não,6,79,Médio,Sim,1,Baixo,Médio,Público,Positivo,3,Não,Ensino Médio,Moderado,Masculino,65,médio
273,20,80,Alto,Baixo,Sim,6,53,Médio,Sim,0,Baixo,Médio,Público,Neutro,2,Não,Faculdade,Moderado,Masculino,65,médio
274,14,82,Médio,Alto,Sim,8,94,Baixo,Sim,2,Baixo,Alto,Público,Negativo,5,Não,Faculdade,Longe,Feminino,67,médio
275,23,82,Baixo,Médio,Sim,8,94,Médio,Sim,1,Médio,Médio,Público,Negativo,2,Sim,Ensino Médio,Perto,Masculino,66,médio
276,21,88,Médio,Alto,Não,7,93,Médio,Sim,4,Baixo,Médio,Público,Positivo,3,Não,Ensino Médio,Perto,Feminino,72,médio
277,16,67,Médio,Alto,Não,7,89,Alto,Sim,3,Baixo,Médio,Público,Positivo,3,Não,Faculdade,Perto,Masculino,66,médio
278,20,70,Médio,Médio,Sim,7,84,Baixo,Não,2,Médio,Alto,Privado,Neutro,4,Não,Faculdade,Longe,Masculino,65,médio
279,18,92,Alto,Médio,Sim,7,70,Médio,Sim,1,Baixo,Médio,Público,Neutro,3,Não,Ensino Médio,Moderado,Masculino,69,médio
280,21,98,Médio,Baixo,Não,4,57,Médio,Sim,2,Alto,Baixo,Público,Neutro,2,Não,Ensino Médio,Perto,Feminino,68,médio
281,24,65,Médio,Baixo,Não,7,64,Baixo,Sim,1,Alto,Médio,Público,Neutro,1,Não,Pós-Graduação,Perto,Masculino,64,médio
282,30,80,Baixo,Alto,Não,6,67,Médio,Sim,3,Médio,Médio,Público,Negativo,4,Não,Faculdade,Moderado,Feminino,69,médio
283,13,69,Médio,Baixo,Sim,5,68,Baixo,Sim,0,Alto,Médio,Público,Positivo,1,Sim,Ensino Médio,Moderado,Feminino,59,baixo
284,33,62,Alto,Médio,Sim,10,78,Médio,Sim,0,Médio,Médio,Privado,Positivo,3,Não,Ensino Médio,Moderado,Feminino,68,médio
285,8,73,Médio,Médio,Não,7,60,Médio,Não,0,Alto,Médio,Privado,Neutro,3,Não,Ensino Médio,Perto,Feminino,60,baixo
286,19,66,Médio,Alto,Não,7,59,Médio,Sim,1,Alto,Médio,Público,Negativo,3,Não,Ensino Médio,Longe,Masculino,62,médio
287,24,88,Baixo,Médio,Sim,6,86,Baixo,Sim,0,Baixo,Baixo,Público,Negativo,3,Não,Faculdade,Perto,Masculino,67,médio
288,22,81,Baixo,Alto,Sim,8,50,Alto,Sim,4,Médio,Médio,Privado,Positivo,5,Não,Ensino Médio,Longe,Feminino,68,médio
289,16,66,Médio,Alto,Sim,5,57,Alto,Sim,3,Médio,Médio,Público,Positivo,3,Não,Ensino Médio,Moderado,Feminino,64,médio
290,19,60,Médio,Alto,Sim,7,72,Alto,Sim,3,Baixo,Alto,Público,Positivo,3,Não,Ensino Médio,Moderado,Feminino,65,médio
291,17,92,Baixo,Baixo,Sim,6,57,Médio,Sim,2,Médio,Médio,Privado,Positivo,2,Sim,Ensino Médio,Moderado,Feminino,65,médio
292,16,67,Alto,Médio,Não,8,98,Médio,Sim,0,Baixo,Baixo,Público,Neutro,3,Não,Ensino Médio,Perto,Feminino,63,médio
293,25,84,Médio,Baixo,Sim,6,84,Baixo,Sim,2,Médio,Alto,Público,Positivo,3,Não,Ensino Médio,Perto,Masculino,70,médio
294,22,73,Baixo,Médio,Sim,9,72,Baixo,Sim,3,Médio,Médio,Público,Positivo,3,Não,Ensino Médio,Perto,Feminino,66,médio
295,16,83,Médio,Alto,Sim,7,56,Baixo,Sim,4,Alto,Médio,Público,Positivo,3,Não,Ensino Médio,Perto,Feminino,68,médio
296,25,73,Baixo,Baixo,Não,8,69,Médio,Sim,3,Médio,Médio,Privado,Positivo,3,Não,Ensino Médio,Perto,Feminino,66,médio
297,22,63,Baixo,Baixo,Não,8,83,Médio,Sim,3,Médio,Médio,Privado,Negativo,1,Não,Faculdade,Perto,Masculino,63,médio
298,25,69,Alto,Médio,Sim,9,98,Médio,Sim,1,Baixo,Médio,Público,Negativo,3,Sim,Faculdade,Moderado,Feminino,66,médio
299,24,68,Médio,Médio,Sim,6,74,Médio,Sim,1,Médio,Médio,Público,Neutro,3,Não,Ensino Médio,Perto,Feminino,65,médio
300,15,77,Médio,Médio,Sim,8,85,Alto,Sim,1,Baixo,Médio,Público,Positivo,2,Não,Pós-Graduação,Moderado,Masculino,66,médio
301,17,86,Alto,Baixo,Sim,4,60,Alto,Sim,2,Alto,Baixo,Privado,Positivo,3,Sim,Faculdade,Moderado,Feminino,67,médio
302,24,71,Médio,Médio,Sim,7,81,Médio,Sim,0,Baixo,Médio,Privado,Positivo,3,Não,Ensino Médio,Perto,Masculino,66,médio
303,24,60,Baixo,Médio,Não,6,62,Alto,Sim,4,Baixo,Alto,Público,Negativo,3,Não,Ensino Médio,Perto,Feminino,63,médio
304,20,81,Médio,Médio,Sim,5,60,Baixo,Sim,3,Médio,Médio,Público,Positivo,4,Sim,Ensino Médio,Perto,Masculino,66,médio
305,21,84,Médio,Médio,Não,6,75,Baixo,Não,1,Alto,Médio,Público,Positivo,3,Não,Faculdade,Moderado,Masculino,67,médio
306,28,99,Médio,Médio,Sim,6,61,Médio,Não,1,Baixo,Médio,Público,Positivo,3,Não,Ensino Médio,Perto,Masculino,71,médio
307,16,84,Médio,Alto,Sim,7,86,Médio,Sim,1,Baixo,Médio,Privado,Neutro,2,Não,Ensino Médio,Perto,Feminino,67,médio
308,23,79,Médio,Alto,Sim,6,97,Médio,Sim,1,Alto,Baixo,Público,Neutro,4,Não,Ensino Médio,Moderado,Masculino,69,médio
309,19,83,Médio,Médio,Sim,7,70,Médio,Sim,2,Baixo,Médio,Público,Negativo,4,Sim,Pós-Graduação,Perto,Feminino,67,médio
310,19,97,Alto,Médio,Sim,6,66,Alto,Sim,2,Médio,Médio,Privado,Positivo,2,Não,Faculdade,Moderado,Feminino,72,médio
311,27,93,Alto,Baixo,Não,6,59,Alto,Sim,2,Baixo,Médio,Privado,Negativo,4,Não,Ensino Médio,Perto,Feminino,70,médio
312,25,73,Médio,Alto,Sim,7,70,Baixo,Sim,0,Baixo,Médio,Privado,Neutro,4,Não,Pós-Graduação,Moderado,Masculino,67,médio
313,25,69,Baixo,Alto,Sim,7,78,Médio,Sim,0,Baixo,Alto,Público,Negativo,3,Não,Ensino Médio,Longe,Feminino,64,médio
314,28,71,Médio,Médio,Não,8,69,Alto,Sim,1,Médio,Alto,Privado,Neutro,1,Não,Faculdade,Moderado,Feminino,67,médio
315,20,80,Baixo,Alto,Não,8,81,Médio,Sim,3,Médio,Médio,Privado,Negativo,4,Não,Pós-Graduação,Perto,Masculino,69,médio
316,24,90,Baixo,Baixo,Não,7,83,Médio,Sim,0,Baixo,Médio,Privado,Positivo,3,Não,Faculdade,Perto,Masculino,68,médio
317,18,80,Médio,Médio,Não,8,55,Baixo,Sim,2,Baixo,Baixo,Público,Neutro,3,Não,Ensino Médio,Moderado,Masculino,63,médio
318,22,63,Médio,Alto,Sim,7,85,Médio,Sim,4,Alto,Alto,Público,Negativo,3,Não,Faculdade,Perto,Feminino,68,médio
319,19,89,Alto,Médio,Sim,7,95,Médio,Sim,0,Médio,Médio,Público,Positivo,3,Não,Ensino Médio,Perto,Masculino,70,médio
320,21,92,Médio,Baixo,Sim,8,51,Baixo,Sim,0,Médio,Médio,Público,Neutro,2,Não,Faculdade,Moderado,Masculino,66,médio
321,24,72,Alto,Alto,Não,6,78,Alto,Sim,0,Baixo,Alto,Público,Negativo,6,Não,Ensino Médio,Perto,Feminino,68,médio
322,15,87,Alto,Baixo,Sim,4,80,Alto,Sim,0,Baixo,Médio,Privado,Positivo,3,Não,Faculdade,Perto,Masculino,67,médio
323,33,77,Baixo,Alto,Sim,5,85,Médio,Sim,0,Baixo,Médio,Privado,Neutro,5,Não,Ensino Médio,Longe,Feminino,69,médio
324,14,96,Médio,Baixo,Sim,9,69,Alto,Sim,0,Médio,Médio,Privado,Negativo,3,Sim,Faculdade,Perto,Feminino,66,médio
325,13,94,Médio,Médio,Sim,7,91,Baixo,Sim,3,Baixo,Médio,Público,Neutro,3,Não,Ensino Médio,Perto,Masculino,68,médio
326,27,81,Médio,Médio,Sim,7,77,Médio,Sim,2,Médio,Baixo,Público,Neutro,2,Sim,Pós-Graduação,Moderado,Feminino,69,médio
327,25,88,Médio,Médio,Sim,7,70,Baixo,Sim,1,Médio,Médio,Privado,Positivo,3,Não,Pós-Graduação,Moderado,Masculino,70,médio
328,24,95,Médio,Alto,Sim,8,86,Alto,Sim,1,Médio,Alto,Privado,Neutro,3,Não,Faculdade,Perto,Masculino,74,médio
329,24,80,Médio,Alto,Sim,7,96,Alto,Sim,0,Baixo,Alto,Público,Positivo,0,Não,Faculdade,Moderado,Feminino,70,médio
330,20,73,Médio,Médio,Sim,7,91,Baixo,Sim,1,Médio,Alto,Público,Neutro,2,Não,Pós-Graduação,Moderado,Masculino,66,médio
331,15,90,Alto,Médio,Sim,8,97,Médio,Sim,1,Baixo,Alto,Privado,Negativo,3,Não,Faculdade,Perto,Feminino,69,médio
332,20,69,Médio,Alto,Não,6,63,Baixo,Sim,0,Baixo,Médio,Público,Negativo,3,Não,Pós-Graduação,Perto,Masculino,64,médio
333,16,76,Baixo,Alto,Sim,8,56,Médio,Não,1,Baixo,Médio,Público,Positivo,1,Não,Ensino Médio,Perto,Masculino,62,médio
334,26,95,Baixo,Alto,Não,7,77,Médio,Sim,0,Médio,Médio,Público,Neutro,3,Não,Ensino Médio,Moderado,Feminino,70,médio
335,19,89,Alto,Médio,Sim,7,52,Médio,Sim,2,Médio,Médio,Público,Negativo,4,Não,Ensino Médio,Moderado,Masculino,68,médio
336,15,76,Médio,Médio,Sim,6,84,Baixo,Sim,0,Médio,Alto,Público,Neutro,3,Não,Faculdade,Perto,Feminino,65,médio
337,18,69,Alto,Alto,Não,7,62,Baixo,Sim,3,Médio,Médio,Público,Positivo,3,Não,Ensino Médio,Moderado,Masculino,65,médio
338,22,74,Alto,Alto,Sim,6,73,Baixo,Sim,3,Alto,Alto,Público,Positivo,4,Não,Pós-Graduação,Moderado,Feminino,71,médio
339,17,71,Alto,Médio,Sim,9,83,Baixo,Sim,2,Médio,Médio,Público,Neutro,5,Não,Ensino Médio,Perto,Masculino,66,médio
340,15,67,Médio,Médio,Não,4,74,Médio,Sim,0,Baixo,Médio,Público,Negativo,3,Não,Faculdade,Moderado,Masculino,61,médio
341,21,90,Baixo,Médio,Sim,8,62,Baixo,Sim,2,Médio,Alto,Público,Negativo,5,Sim,Ensino Médio,Perto,Masculino,67,médio
342,21,70,Baixo,Alto,Sim,4,94,Médio,Sim,0,Baixo,Alto,Privado,Neutro,2,Não,Faculdade,Longe,Masculino,65,médio
343,17,78,Médio,Alto,Não,8,88,Médio,Sim,0,Baixo,Médio,Público,Negativo,3,Não,Ensino Médio,Perto,Feminino,65,médio
344,17,75,Médio,Alto,Sim,6,80,Médio,Não,1,Baixo,Médio,Privado,Positivo,5,Não,Ensino Médio,Moderado,Masculino,65,médio
345,21,99,Médio,Médio,Não,8,85,Alto,Sim,4,Médio,Médio,Público,Positivo,4,Não,Ensino Médio,Moderado,Masculino,73,médio
346,11,76,Médio,Médio,Sim,7,71,Médio,Não,1,Médio,Baixo,Público,Neutro,2,Não,Faculdade,Perto,Masculino,62,médio
347,12,63,Médio,Alto,Sim,5,69,Baixo,Sim,0,Médio,Alto,Público,Negativo,2,Não,Faculdade,Moderado,Feminino,60,baixo
348,16,64,Baixo,Médio,Sim,9,58,Baixo,Sim,1,Médio,Médio,Público,Positivo,3,Não,Faculdade,Moderado,Feminino,61,médio
349,19,84,Baixo,Médio,Sim,8,90,Alto,Sim,2,Baixo,Médio,Privado,Neutro,3,Não,Pós-Graduação,Longe,Masculino,67,médio
350,22,84,Alto,Médio,Não,8,69,Médio,Não,3,Médio,Alto,Privado,Neutro,4,Não,Faculdade,Perto,Masculino,70,médio
351,29,77,Baixo,Alto,Não,6,85,Médio,Sim,1,Médio,Médio,Público,Positivo,1,Não,Faculdade,Perto,Masculino,69,médio
352,25,77,Médio,Baixo,Sim,8,65,Alto,Não,0,Médio,Médio,Público,Positivo,5,Não,Faculdade,Longe,Feminino,66,médio
353,19,62,Médio,Médio,Não,5,90,Baixo,Sim,2,Baixo,Alto,Público,Positivo,3,Não,Faculdade,Moderado,Masculino,64,médio
354,20,81,Alto,Médio,Sim,4,55,Médio,Sim,1,Alto,Médio,Privado,Positivo,2,Não,Pós-Graduação,Moderado,Masculino,68,médio
355,14,80,Alto,Médio,Sim,5,81,Médio,Sim,1,Baixo,Médio,Público,Positivo,4,Não,Pós-Graduação,Longe,Feminino,67,médio
356,20,66,Médio,Médio,Não,6,90,Alto,Sim,0,Médio,Médio,Público,Neutro,1,Não,Faculdade,Perto,Feminino,64,médio
357,18,64,Médio,Médio,Sim,6,83,Alto,Sim,2,Baixo,Médio,Público,Positivo,2,Não,Faculdade,Perto,Masculino,65,médio
358,22,65,Baixo,Alto,Sim,6,85,Médio,Sim,2,Alto,Médio,Público,Positivo,3,Sim,Pós-Graduação,Perto,Feminino,66,médio
359,15,64,Médio,Médio,Sim,6,76,Alto,Sim,2,Médio,Médio,Privado,Positivo,4,Sim,Ensino Médio,Perto,Feminino,63,médio
360,23,84,Alto,Médio,Sim,6,78,Baixo,Sim,2,Baixo,Baixo,Público,Negativo,2,Não,Ensino Médio,Moderado,Feminino,68,médio
